
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,

 0.00000, 0.00000, 0.00000,5000.00000, 0.00000, 2.94068, 0.00000,500.00000, 2.94068, 0.00000, 0.00000, 0.00000, 0.00000, 0.05129,-0.01256, 0.99849, 0.45582,256.21395,1760.28927,2181.15859,-1.85638,-0.08289, 0.04562,
 0.10000,49.99962,-0.00213,5000.00877,-0.00407, 2.84773, 0.00188,499.97751, 2.82002,-0.00698,-0.03161,-2.72088, 0.04698, 0.03688,-0.01312, 1.08075, 0.45580,256.19083,1760.28869,2068.75649, 2.81445,-0.06099,-0.10095,
 0.20000,99.99642,-0.00847,5000.02591,-0.00822, 2.46975, 0.00964,499.96374, 2.47791,-0.01956,-0.04995,-3.83983, 0.10311, 0.02690,-0.01187, 0.76466, 0.45579,256.17659,1760.28756,1967.05086,-3.02470,-0.10180,-0.17783,
 0.30000,149.99211,-0.01866,4999.98228,-0.01215, 2.13621, 0.02245,499.95204, 2.22845,-0.03663,-0.03836,-3.00079, 0.15387, 0.02540,-0.01027, 0.76292, 0.45578,256.16493,1760.29044,1875.02381,-1.85749,-0.10197,-0.24313,
 0.40000,199.98674,-0.03220,4999.86208,-0.01463, 1.85907, 0.04052,499.94358, 2.04411,-0.05824,-0.02360,-2.55694, 0.20466, 0.02025,-0.00824, 0.73384, 0.45577,256.15720,1760.29836,1791.75428,-1.75757,-0.09282,-0.27957,
 0.50000,249.98021,-0.04844,4999.65658,-0.01558, 1.62311, 0.06311,499.93433, 1.91037,-0.08353,-0.00928,-2.16896, 0.24305, 0.01566,-0.00602, 0.71280, 0.45576,256.14930,1760.31191,1716.40890,-1.72580,-0.07861,-0.30302,
 0.60000,299.97223,-0.06668,4999.35895,-0.01518, 1.42406, 0.08871,499.92362, 1.81975,-0.11096, 0.00321,-1.81793, 0.26458, 0.01174,-0.00378, 0.70024, 0.45575,256.14063,1760.33153,1648.23358,-1.70809,-0.06183,-0.31953,
 0.70000,349.96242,-0.08621,4998.96509,-0.01371, 1.25840, 0.11553,499.91119, 1.76580,-0.13879, 0.01324,-1.50094, 0.26786, 0.00841,-0.00165, 0.69497, 0.45574,256.13094,1760.35750,1586.54600,-1.69932,-0.04421,-0.33242,
 0.80000,399.95041,-0.10633,4998.47326,-0.01146, 1.12282, 0.14178,499.89691, 1.74273,-0.16528, 0.02051,-1.21588, 0.25360, 0.00561, 0.00023, 0.69587, 0.45573,256.12010,1760.38992,1530.72877,-1.69719,-0.02715,-0.34346,
 0.90000,449.93582,-0.12643,4997.88371,-0.00871, 1.01424, 0.16580,499.88070, 1.74539,-0.18888, 0.02497,-0.96074, 0.22407, 0.00328, 0.00179, 0.70188, 0.45571,256.10805,1760.42879,1480.22325,-1.70000,-0.01179,-0.35344,
 1.00000,499.91828,-0.14602,4997.19834,-0.00576, 0.92975, 0.18623,499.86250, 1.76915,-0.20838, 0.02672,-0.73356, 0.18262, 0.00139, 0.00297, 0.71213, 0.45569,256.09470,1760.47398,1434.68044,-1.70383, 0.00628,-0.36263,
 1.10000,549.89779,-0.16475,4996.42044, 0.01612, 0.86599, 0.20285,499.85144, 1.80928,-0.22324, 0.50578,-0.54152, 0.15149, 0.00537, 0.00331, 0.72525, 0.45568,256.08937,1760.52526,1507.09144,-1.71389,-0.20608,-0.32770,
 1.20000,599.87548,-0.18233,4995.55424, 0.09456, 0.82090, 0.21565,499.85502, 1.86296,-0.23177, 1.03545,-0.36379, 0.09941, 0.00915, 0.00461, 0.74121, 0.45568,256.09973,1760.58237,1572.64479,-1.72670,-0.18948,-0.23672,
 1.30000,649.85268,-0.19802,4994.60485, 0.21905, 0.79248, 0.22137,499.87153, 1.92718,-0.23055, 1.43282,-0.20796, 0.01009, 0.01273, 0.00554, 0.75923, 0.45570,256.12398,1760.64497,1631.86189,-1.73948,-0.16806,-0.11206,
 1.40000,699.83058,-0.21101,4993.57806, 0.37757, 0.77863, 0.21629,499.89925, 1.99906,-0.21609, 1.72288,-0.07287,-0.11623, 0.01611, 0.00571, 0.77866, 0.45572,256.16032,1760.71267,1685.23108,-1.75327,-0.14948, 0.03757,
 1.50000,749.81024,-0.22051,4992.48010, 0.56044, 0.77745, 0.19699,499.93655, 2.07611,-0.18529, 1.92715, 0.04304,-0.27419, 0.01927, 0.00485, 0.79896, 0.45575,256.20704,1760.78507,1733.21012,-1.76769,-0.13805, 0.20680,
 1.60000,799.79258,-0.22595,4991.31750, 0.75997, 0.78723, 0.16079,499.98195, 2.15614,-0.13592, 2.06318, 0.14124,-0.45492, 0.02222, 0.00277, 0.81968, 0.45579,256.26255,1760.86173,1776.22808,-1.78232,-0.13707, 0.39185,
 1.70000,849.77842,-0.22702,4990.09693, 0.97003, 0.80641, 0.10600,500.03402, 2.23726,-0.06681, 2.14532, 0.22313,-0.64736, 0.02497,-0.00065, 0.84042, 0.45584,256.32537,1760.94222,1814.68698,-1.79680,-0.14878, 0.58962,
 1.80000,899.76848,-0.22374,4988.82505, 1.18582, 0.83359, 0.03211,500.09150, 2.31786, 0.02200, 2.18565, 0.29007,-0.83932, 0.02753,-0.00535, 0.86068, 0.45589,256.39414,1761.02609,1848.96338,-1.81083,-0.17417, 0.79737,
 1.90000,949.76336,-0.21647,4987.50840, 1.40374, 0.86748,-0.06018,500.15347, 2.39679, 0.12930, 2.19574, 0.34360,-1.01802, 0.02998,-0.01102, 0.87976, 0.45594,256.46787,1761.11292,1879.40864,-1.82375,-0.21073, 1.01612,
 2.00000,999.76359,-0.20584,4986.15315, 1.62114, 0.90690,-0.16900,500.21900, 2.47309, 0.25276, 2.18258, 0.38502,-1.17349, 0.03224,-0.01766, 0.89792, 0.45600,256.54557,1761.20230,1906.34890,-1.83560,-0.25893, 1.24421,
 2.10000,1049.76962,-0.19275,4984.76521, 1.83603, 0.95074,-0.29160,500.28715, 2.54594, 0.38921, 2.15278, 0.41562,-1.29774, 0.03431,-0.02506, 0.91501, 0.45606,256.62622,1761.29384,1930.08848,-1.84640,-0.31744, 1.47825,
 2.20000,1099.78180,-0.17833,4983.35014, 2.04708, 0.99796,-0.42455,500.35702, 2.61471, 0.53487, 2.11195, 0.43671,-1.38486, 0.03620,-0.03298, 0.93092, 0.45612,256.70887,1761.38717,1950.91142,-1.85617,-0.38406, 1.71510,
