
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,

 0.00000, 0.00000, 0.00000,15000.00000, 0.00000, 4.46549, 0.00000,500.00000, 4.46549, 0.00000, 0.00000, 0.00000, 0.00000, 0.07786, 0.00000, 0.99696, 0.47339,187.31921,1193.18672,2120.62145,-2.46069, 0.00000, 0.00000,
 7.94256,3791.44378,60.50465,14364.47840,-6.17651,-3.93992,-1.14831,476.51959, 2.64217,-0.37632, 2.40625,-2.71411,-0.77009, 0.06236, 0.01807, 0.58823, 0.45004,173.68458,1224.13544,2120.62145,-2.45650, 0.00071, 0.00071,
24.37040,12118.31014,-510.86595,13345.46576,-4.16456, 0.18470,-6.72084,538.73806, 4.15148,-0.00936, 0.05558, 0.58340,-0.24403, 0.06886, 0.00028, 1.16560, 0.50679,229.41676,1275.10645,2120.62145,-2.45573, 0.00084, 0.00084,
40.78831,20827.25242,-1836.21827,13485.64702,-3.58709, 9.57714,-11.03015,521.85912, 4.25629,-0.01030, 0.05878, 0.42942,-0.21286, 0.07221, 0.00035, 1.10705, 0.49118,214.29894,1267.99494,2120.62145,-2.45766, 0.00051, 0.00051,
57.20360,28642.99260,-3586.57608,14399.85889,-3.29984,10.21354,-14.70656,461.95179, 4.70328,-0.01206, 0.06121,-0.34018,-0.22057, 0.08295, 0.00031, 0.89824, 0.43634,163.04052,1222.39566,2120.62145,-2.45894, 0.00030, 0.00030,
73.66206,35784.16384,-5637.57553,14567.61356,-2.72483, 1.50035,-17.72352,456.39141, 4.74862,-0.00974, 0.04691,-0.49332,-0.18795, 0.08381, 0.00023, 0.87622, 0.43137,158.27649,1214.17366,2120.62145,-2.45570, 0.00085, 0.00085,
90.07875,43226.28401,-8175.31875,13817.10421,-2.07102,-1.32526,-20.17538,508.35488, 4.33627,-0.00597, 0.03177, 0.19321,-0.12840, 0.07477, 0.00018, 1.05025, 0.47908,201.19313,1251.30684,2120.62145,-2.45766, 0.00051, 0.00051,
106.49403,51232.55894,-11264.03867,13410.83083,-1.66482, 5.11547,-22.20277,527.94794, 4.22235,-0.00462, 0.02625, 0.46749,-0.09882, 0.07102, 0.00016, 1.12943, 0.49676,219.85688,1271.78644,2120.62145,-2.45894, 0.00030, 0.00030,
122.95249,58969.10885,-14541.26547,13957.12914,-1.48282, 9.77364,-23.91643,489.73700, 4.47819,-0.00483, 0.02673, 0.02215,-0.09357, 0.07822, 0.00015, 0.99200, 0.46179,185.88469,1244.31029,2120.62145,-2.45570, 0.00085, 0.00085,
139.36918,65977.47520,-17740.85934,14460.00490,-1.28514, 5.62995,-25.34384,458.95881, 4.73407,-0.00466, 0.02335,-0.43073,-0.08759, 0.08344, 0.00012, 0.88804, 0.43362,160.62147,1219.44264,2120.62145,-2.45766, 0.00051, 0.00051,
155.78447,72873.20491,-21083.34102,14156.14484,-1.01768, 0.06252,-26.50719,483.68043, 4.51704,-0.00324, 0.01648,-0.12762,-0.06631, 0.07922, 0.00009, 0.96532, 0.45643,180.15382,1234.42042,2120.62145,-2.45894, 0.00030, 0.00030,
172.24292,80238.27989,-24826.66386,13594.92486,-0.79666, 2.17219,-27.46705,517.86273, 4.28245,-0.00226, 0.01347, 0.32658,-0.04825, 0.07300, 0.00008, 1.08966, 0.48762,210.28883,1262.47337,2120.62145,-2.45570, 0.00085, 0.00085,
188.65962,87734.37588,-28782.83483,13693.76636,-0.67576, 7.48133,-28.26496,507.22467, 4.35530,-0.00204, 0.01180, 0.22480,-0.04144, 0.07502, 0.00007, 1.05386, 0.47779,201.09708,1257.49582,2120.62145,-2.45766, 0.00051, 0.00051,
