
time,npos,epos,alt,phi,theta,psi,vel,alpha,beta,p,q,r,nx,ny,nz,mach,qbar,ps,thrust,ele,ail,rud

 0.00000, 0.00000, 0.00000,20000.00000, 0.00000,12.84985, 0.00000,800.00000,12.84985, 0.00000, 0.00000, 0.00000, 0.00000,2258.35306,-2.93092, 2.51904, 0.46003,246.66670,-564.35134,2258.16083,-2.90805,-0.00334, 0.07450,
 0.10000,39.96724,-0.00178,20000.40009, 0.03378,12.83205,-0.00043,799.34348,11.69709,-0.00084, 0.61611,-0.55031,-0.00418,2258.33447,-2.93090, 2.37711, 0.45943,246.20333,-564.37396,2258.16083,-2.90805,-0.00334, 0.07450,
 0.20000,79.86827,-0.00689,20001.56692, 0.11426,12.73132,-0.00056,798.67476,10.53684, 0.00390, 0.95899,-1.43550, 0.00159,2258.30912,-2.93033, 2.20642, 0.45881,245.72800,-564.43993,2258.16083,-2.90805,-0.00334, 0.07450,
 0.30000,119.70177,-0.01474,20003.44569, 0.21961,12.55473,-0.00015,797.99348, 9.37997, 0.01188, 1.12037,-2.04048, 0.00634,2258.28380,-2.92979, 2.03835, 0.45818,245.24071,-564.54615,2258.16083,-2.90805,-0.00334, 0.07450,
 0.40000,159.46669,-0.02458,20005.98190, 0.33362,12.33409, 0.00068,797.30406, 8.25559, 0.02150, 1.13588,-2.32163, 0.01025,2258.26006,-2.92938, 1.87827, 0.45754,244.74481,-564.68953,2258.16083,-2.90805,-0.00334, 0.07450,
 0.50000,199.16244,-0.03564,20009.12357, 0.44298,12.09960, 0.00193,796.61051, 7.18945, 0.03125, 1.03033,-2.32704, 0.01476,2258.23830,-2.92906, 1.72900, 0.45690,244.24332,-564.86715,2258.16083,-2.90805,-0.00334, 0.07450,
 0.60000,238.78874,-0.04723,20012.82226, 0.53681,11.87598, 0.00371,795.91513, 6.20073, 0.03968, 0.82835,-2.11318, 0.02086,2258.21863,-2.92879, 1.59267, 0.45626,243.73811,-565.07625,2258.16083,-2.90805,-0.00334, 0.07450,
 0.70000,278.34543,-0.05875,20017.03371, 0.60677,11.68260, 0.00619,795.21851, 5.30239, 0.04550, 0.55560,-1.72983, 0.02875,2258.20104,-2.92850, 1.47070, 0.45562,243.22976,-565.31435,2258.16083,-2.90805,-0.00334, 0.07450,
 0.80000,317.83237,-0.06972,20021.71832, 0.64708,11.53427, 0.00954,794.51982, 4.50236, 0.04772, 0.23764,-1.21865, 0.03797,2258.18551,-2.92815, 1.36389, 0.45498,242.71788,-565.57919,2258.16083,-2.90805,-0.00334, 0.07450,
 0.90000,357.24926,-0.07981,20026.84138, 0.65445,11.44197, 0.01385,793.81714, 3.80450, 0.04567,-0.10150,-0.61447, 0.04753,2258.17196,-2.92771, 1.27245, 0.45433,242.20126,-565.86882,2258.16083,-2.90805,-0.00334, 0.07450,
 1.00000,396.59558,-0.08884,20032.37315, 0.62785,11.41349, 0.01908,793.10781, 3.20951, 0.03903,-0.44048, 0.05329, 0.05612,2258.16031,-2.92715, 1.19613, 0.45368,241.67817,-566.18156,2258.16083,-2.90805,-0.00334, 0.07450,
 1.10000,435.87050,-0.09680,20038.28881, 0.56822,11.45390, 0.02506,792.38865, 2.71556, 0.02787,-0.76135, 0.75956, 0.06225,2258.15045,-2.92648, 1.13438, 0.45302,241.14647,-566.51601,2258.16083,-2.90805,-0.00334, 0.07450,
 1.20000,475.07286,-0.10379,20044.56823, 0.47805,11.56597, 0.03147,791.65616, 2.31883, 0.01258,-1.04996, 1.48292, 0.06447,2258.14228,-2.92570, 1.08634, 0.45235,240.60380,-566.87101,2258.16083,-2.90805,-0.00334, 0.07450,
 1.30000,514.20116,-0.11009,20051.19573, 0.36108,11.75045, 0.03786,790.90671, 2.01394,-0.00614,-1.29612, 2.20515, 0.06146,2258.13565,-2.92484, 1.05100, 0.45166,240.04767,-567.24570,2258.16083,-2.90805,-0.00334, 0.07450,
 1.40000,553.25352,-0.11606,20058.15974, 0.22182,12.00644, 0.04363,790.13664, 1.79437,-0.02736,-1.49348, 2.91091, 0.05220,2258.13045,-2.92392, 1.02721, 0.45096,239.47556,-567.63941,2258.16083,-2.90805,-0.00334, 0.07450,
 1.50000,592.22769,-0.12221,20065.45245, 0.06525,12.33166, 0.04813,789.34239, 1.65274,-0.05002,-1.63926, 3.58754, 0.03599,2258.12654,-2.92299, 1.01372, 0.45023,238.88500,-568.05171,2258.16083,-2.90805,-0.00334, 0.07450,
 1.60000,631.12108,-0.12910,20073.06934,-0.10354,12.72264, 0.05063,788.52055, 1.58111,-0.07294,-1.73391, 4.22485, 0.01256,2258.12376,-2.92209, 1.00926, 0.44948,238.27362,-568.48233,2258.16083,-2.90805,-0.00334, 0.07450,
 1.70000,669.93077,-0.13741,20081.00888,-0.27967,13.17505, 0.05042,787.66796, 1.57124,-0.09495,-1.78058, 4.81494,-0.01794,2258.12199,-2.92125, 1.01254, 0.44870,237.63920,-568.93119,2258.16083,-2.90805,-0.00334, 0.07450,
 1.80000,708.65355,-0.14783,20089.27201,-0.45866,13.68386, 0.04681,786.78175, 1.61481,-0.11495,-1.78460, 5.35202,-0.05493,2258.12108,-2.92051, 1.02230, 0.44788,236.97971,-569.39835,2258.16083,-2.90805,-0.00334, 0.07450,
 1.90000,747.28591,-0.16116,20097.86178,-0.63666,14.24355, 0.03918,785.85934, 1.70358,-0.13196,-1.75287, 5.83220,-0.09749,2258.12091,-2.91990, 1.03729, 0.44704,236.29334,-569.88397,2258.16083,-2.90805,-0.00334, 0.07450,
 2.00000,785.82414,-0.17819,20106.78294,-0.81052,14.84833, 0.02704,784.89851, 1.82958,-0.14517,-1.69334, 6.25332,-0.14433,2258.12135,-2.91946, 1.05638, 0.44616,235.57849,-570.38833,2258.16083,-2.90805,-0.00334, 0.07450,
 2.10000,824.26427,-0.19975,20116.04160,-0.97794,15.49223, 0.01004,783.89738, 1.98519,-0.15401,-1.61436, 6.61470,-0.19394,2258.12228,-2.91919, 1.07847, 0.44524,234.83381,-570.91177,2258.16083,-2.90805,-0.00334, 0.07450,
 2.20000,862.60222,-0.22671,20125.64481,-1.13740,16.16930,-0.01203,782.85441, 2.16331,-0.15814,-1.52421, 6.91698,-0.24467,2258.12359,-2.91911, 1.10256, 0.44429,234.05821,-571.45469,2258.16083,-2.90805,-0.00334, 0.07450,
